content_uid,name,type,serial_id,genres,duration_seconds
25990,10 лет спустя,movie,,Мелодрама,5790
24886,10 мгновений судьбы,movie,,Драма,6133
27927,10 минут спустя,movie,,"Криминальный боевик,Детектив,Триллер",5518
26482,100 вещей и ничего лишнего,movie,,Комедия,6375
9673,11+,movie,,"Мелодрама,Комедия",5420
7738,11.6,movie,,Криминальная драма,5650
22864,12 рождественских желаний,movie,,Комедия,
29125,128 ударов сердца в минуту,movie,,Мелодрама,5518
26023,13,movie,,Триллер,5595
9687,13 грехов,movie,,Триллер,5301
26817,13 убийц,movie,,Боевик,7509
26571,13 часов: Тайные солдаты Бенгази,movie,,"Военный боевик,Триллер,Боевик",8315
6070,13-й район,movie,,Боевик,
7381,13-й район: Кирпичные особняки,movie,,"Криминал,Боевик",5194
26911,13-й район: Ультиматум,movie,,Боевик,5805
9737,15 минут славы,movie,,"Криминальная драма,Триллер,Боевик",6945
29118,17-й мститель. Фоменко,movie,,Шоу,870
25420,1812: Уланская баллада,movie,,Приключения,5687
16713,2 оторвы на престоле,serial_with_season,,Комедия,
14801,2 оторвы на престоле,episode,16713,Комедия,3291
16721,2 оторвы на престоле,episode,16713,Комедия,3321
16728,2 оторвы на престоле,episode,16713,Комедия,3424
26933,"2 спальни, 1 ванная",movie,,"Ужасы,Триллер",
7475,2001 год: Космическая одиссея,movie,,"Приключения,Фантастика",8562
19969,22 комика,serial_with_season,,Комедия,
11848,22 комика,episode,19969,Комедия,1712
18027,22 комика,episode,19969,Комедия,1395
19971,22 комика,episode,19969,Комедия,1493
19890,22 комика,episode,19969,Комедия,1398
19973,22 комика,episode,19969,Комедия,1532
19900,22 комика,episode,19969,Комедия,1610
19974,22 комика,episode,19969,Комедия,1417
19891,22 комика,episode,19969,Комедия,1408
19975,22 комика,episode,19969,Комедия,1433
29017,22 минуты,movie,,Боевик,4995
25115,24 часа,movie,,Драма,4858
25125,24 часа на жизнь,movie,,"Триллер,Боевик",5555
23414,"257 причин, чтобы жить",serial_with_season,,"Драма,Комедия",
24610,"257 причин, чтобы жить",episode,23414,Комедия,1653
24612,"257 причин, чтобы жить",episode,23414,Комедия,1378
24683,"257 причин, чтобы жить",episode,23414,Комедия,1419
24905,"257 причин, чтобы жить",episode,23414,Комедия,1359
16862,"257 причин, чтобы жить",episode,23414,Комедия,1372
26836,"257 причин, чтобы жить",episode,23414,Комедия,1321
25985,"257 причин, чтобы жить",episode,23414,Комедия,1345
16866,"257 причин, чтобы жить",episode,23414,Комедия,1390
26631,"257 причин, чтобы жить",episode,23414,Комедия,1368
26518,"257 причин, чтобы жить",episode,23414,Комедия,1336
26807,"257 причин, чтобы жить",episode,23414,Комедия,1371
26031,"257 причин, чтобы жить",episode,23414,Комедия,1444
26393,"257 причин, чтобы жить",episode,23414,Комедия,1475
26190,28 панфиловцев,movie,,Военная драма,6949
26499,2:22,movie,,"Триллер,Драма",5682
4132,3 дня на убийство,movie,,Криминальный боевик,6732
25216,3 дня с Роми Шнайдер,movie,,Биографическая драма,6706
3963,3 счастливых поросёнка,movie,,"Мелодрама,Комедия",5918
10950,30 свиданий,movie,,Комедия,5307
15094,30 сребреников,serial_with_season,,"Ужасы,Фэнтези,Драма",4648
13111,30 сребреников,episode,15094,"Ужасы,Фэнтези,Драма",4648
13125,30 сребреников,episode,15094,"Ужасы,Фэнтези,Драма",3709
13107,30 сребреников,episode,15094,"Ужасы,Фэнтези,Драма",4170
13103,30 сребреников,episode,15094,"Ужасы,Фэнтези,Драма",3541
13126,30 сребреников,episode,15094,"Ужасы,Фэнтези,Драма",3533
13127,30 сребреников,episode,15094,"Ужасы,Фэнтези,Драма",3378
13108,30 сребреников,episode,15094,"Ужасы,Фэнтези,Драма",3687
13084,30 сребреников,episode,15094,"Ужасы,Фэнтези,Драма",3746
27706,300 спартанцев: Расцвет империи,movie,,"Фэнтезийный боевик,Военный",5900
26829,31 июня,movie,,Мюзикл,7756
25529,31: Праздник смерти,movie,,"Хоррор,Ужасы",5902
29085,34-й скорый,movie,,Драма,4726
15597,36и6,movie,,"Драма,Комедия",636
26716,47 ронинов,movie,,"Фэнтези,Драма,Боевик",6829
6185,537 голосов,movie,,Документальный,5980
16516,6 дней,movie,,Боевик,5431
23152,7 дней в Аду,movie,,Комедия,2487
9702,7 дней и ночей с Мэрилин,movie,,"Биография,Драма",5690
24577,8 первых свиданий,movie,,Комедийная мелодрама,4969
25466,8 подруг Оушена,movie,,"Криминальный триллер,Комедия,Боевик",6335
19080,AMEDIATEKA,movie,,"",30
19105,AMEDIATEKА,movie,,"",30
2236,CHERNOBYL_101_dolbi_and_stereo.mp4,movie,,"",3388
4788,CHERNOBYL_101_oneAudioTrack5_1,movie,,"",3388
4760,CHERNOBYL_101_threeAudio.mp4,movie,,"",3388
4799,CHERNOBYL_101_twoStereoAudio,movie,,"",3388
5003,CHERNOBYL_101_twoStereoAudio_andOneSub,movie,,"",3388
4482,CHERNOBYL_101_twoStereo_UND_ENG.mp4,movie,,"",3388
18876,Comedy Club,serial_with_season,,Юмор,
23598,Comedy Club,episode,18876,Юмор,2351
23399,Comedy Club,episode,18876,Юмор,2400
1092,Comedy Club,episode,18876,Юмор,2369
1099,Comedy Club,episode,18876,Юмор,2522
1106,Comedy Club,episode,18876,Юмор,2288
23573,Comedy Club,episode,18876,Юмор,2622
11004,Comedy Club,episode,18876,Юмор,2870
18679,Comedy Club,episode,18876,Юмор,2690
3919,Comedy Club,episode,18876,Юмор,2764
14878,Comedy Club,episode,18876,Юмор,4497
18721,Comedy Club,episode,18876,Юмор,2714
19376,Comedy Club,episode,18876,Юмор,2760
22808,Comedy Club,episode,18876,Юмор,2804
20922,Comedy Club,episode,18876,Юмор,3189
22796,Comedy Club,episode,18876,Юмор,2702
23699,Comedy Club,episode,18876,Юмор,2638
22834,Comedy Club,episode,18876,Юмор,2782
22841,Comedy Club,episode,18876,Юмор,2769
18528,Comedy Club. Music style,movie,,Юмор,2939
24184,Comedy Club. Дайджест: Гарик Харламов,serial_with_season,,Стендап,
24191,Comedy Club. Дайджест: Гарик Харламов,episode,24184,Стендап,2595
5309,Comedy Woman. Лучшее,serial_with_season,,Юмор,
7606,Comedy Woman. Лучшее,episode,5309,Юмор,2950
7609,Comedy Woman. Лучшее,episode,5309,Юмор,2729
4869,Comedy Woman. Лучшее,episode,5309,Юмор,2850
5235,Comedy Woman. Лучшее,episode,5309,Юмор,2890
15458,Comedy Баттл,serial_with_season,,Юмор,
23616,Comedy Баттл,episode,15458,Юмор,1485
23447,Comedy Баттл,episode,15458,Юмор,1447
23632,Comedy Баттл,episode,15458,Юмор,2927
2741,Comedy Баттл,episode,15458,Юмор,2894
18083,Comedy Баттл. Лучшее,serial_with_season,,Юмор,
24087,Comedy Баттл. Лучшее,episode,18083,Юмор,2900
20547,Comedy Баттл. Лучшее,episode,18083,Юмор,2957
20584,Comedy Баттл. Лучшее,episode,18083,Юмор,2927
24174,Comedy Баттл. Лучшее,episode,18083,Юмор,2954
20585,Comedy Баттл. Лучшее,episode,18083,Юмор,2860
24063,Comedy Баттл. Лучшее,episode,18083,Юмор,2947
20555,Comedy Баттл. Лучшее,episode,18083,Юмор,2913
24204,Comedy Баттл. Лучшее,episode,18083,Юмор,2848
20564,Comedy Баттл. Лучшее,episode,18083,Юмор,2964
20507,Comedy Баттл. Лучшее,episode,18083,Юмор,2866
5513,Comedy Баттл. Турнир,serial_with_season,,Юмор,
20519,Comedy Баттл. Турнир,episode,5513,Юмор,2985
19240,Comedy смотрит Comedy,serial_with_season,,Юмор,
23839,Comedy смотрит Comedy,episode,19240,Юмор,1413
23841,Comedy смотрит Comedy,episode,19240,Юмор,1559
15443,Cумеречная зона,serial_with_season,,"Ужасы,Детектив,Фэнтези,Триллер,Драма",3108
11561,Cумеречная зона,episode,15443,"Ужасы,Детектив,Фэнтези,Триллер,Драма",3108
11564,Cумеречная зона,episode,15443,"Ужасы,Детектив,Фэнтези,Триллер,Драма",2079
11566,Cумеречная зона,episode,15443,"Ужасы,Детектив,Фэнтези,Триллер,Драма",2543
11567,Cумеречная зона,episode,15443,"Ужасы,Детектив,Фэнтези,Триллер,Драма",2865
10908,Cумеречная зона,episode,15443,"Ужасы,Детектив,Фэнтези,Триллер,Драма",2255
11570,Cумеречная зона,episode,15443,"Ужасы,Детектив,Фэнтези,Триллер,Драма",3050
10909,Cумеречная зона,episode,15443,"Ужасы,Детектив,Фэнтези,Триллер,Драма",2386
11571,Cумеречная зона,episode,15443,"Ужасы,Детектив,Фэнтези,Триллер,Драма",2445
11574,Cумеречная зона,episode,15443,"Ужасы,Детектив,Фэнтези,Триллер,Драма",2328
11577,Cумеречная зона,episode,15443,"Ужасы,Детектив,Фэнтези,Триллер,Драма",2159
11580,Cумеречная зона,episode,15443,"Ужасы,Детектив,Фэнтези,Триллер,Драма",2478
11581,Cумеречная зона,episode,15443,"Ужасы,Детектив,Фэнтези,Триллер,Драма",1872
11575,Cумеречная зона,episode,15443,"Ужасы,Детектив,Фэнтези,Триллер,Драма",2652
11582,Cумеречная зона,episode,15443,"Ужасы,Детектив,Фэнтези,Триллер,Драма",2381
11583,Cумеречная зона,episode,15443,"Ужасы,Детектив,Фэнтези,Триллер,Драма",2293
11584,Cумеречная зона,episode,15443,"Ужасы,Детектив,Фэнтези,Триллер,Драма",1786
11587,Cумеречная зона,episode,15443,"Ужасы,Детектив,Фэнтези,Триллер,Драма",1885
11589,Cумеречная зона,episode,15443,"Ужасы,Детектив,Фэнтези,Триллер,Драма",2024
11586,Cумеречная зона,episode,15443,"Ужасы,Детектив,Фэнтези,Триллер,Драма",2422
11590,Cумеречная зона,episode,15443,"Ужасы,Детектив,Фэнтези,Триллер,Драма",2359
27155,G.I. Joe: Бросок кобры 2,movie,,"Приключения,Триллер,Фантастика,Боевик",6344
15611,HOBOSTI,serial_with_season,,Юмор,
21868,HOBOSTI,episode,15611,Юмор,897
22150,HOBOSTI,episode,15611,Юмор,892
22920,HOBOSTI,episode,15611,Юмор,897
25793,Halo 4: Идущий к рассвету,movie,,"Фантастика,Боевик",5282
25794,Halo: Сумерки,movie,,"Фантастический триллер,Боевик",5651
15028,LEGO Супергерои DC: Лига Справедливости — Космическая битва,movie,,Мультипликационный фильм,4516
11767,Love is...,serial_with_season,,Юмор,
22322,Love is...,episode,11767,Юмор,1548
2058,Love is...,episode,11767,Юмор,1444
22414,Love is...,episode,11767,Юмор,1375
514,Multi_sound_test,movie,,"",3388
10949,No comment,movie,,Военная драма,6429
21959,PREMIER,movie,,"",6
17004,Q: да грянет буря!,serial_with_season,,Документальный,
17118,Q: да грянет буря!,episode,17004,Документальный,3339
17191,Q: да грянет буря!,episode,17004,Документальный,3303
10966,Q: да грянет буря!,episode,17004,Документальный,3341
17192,Q: да грянет буря!,episode,17004,Документальный,3456
9421,Stand Up,serial_with_season,,Стендап,
22386,Stand Up,episode,9421,Стендап,2799
22467,Stand Up,episode,9421,Стендап,2835
22468,Stand Up,episode,9421,Стендап,2819
22519,Stand Up,episode,9421,Стендап,2935
22465,Stand Up,episode,9421,Стендап,2104
22491,Stand Up,episode,9421,Стендап,2917
22503,Stand Up,episode,9421,Стендап,2931
22473,Stand Up,episode,9421,Стендап,2939
22504,Stand Up,episode,9421,Стендап,2953
22520,Stand Up,episode,9421,Стендап,2878
22372,Stand Up,episode,9421,Стендап,2725
22458,Stand Up,episode,9421,Стендап,2848
22493,Stand Up,episode,9421,Стендап,2825
22417,Stand Up,episode,9421,Стендап,2670
22314,Stand Up,episode,9421,Стендап,2786
22315,Stand Up,episode,9421,Стендап,2759
22349,Stand Up,episode,9421,Стендап,2774
22444,Stand Up,episode,9421,Стендап,2695
22445,Stand Up,episode,9421,Стендап,2738
22446,Stand Up,episode,9421,Стендап,2620
22316,Stand Up,episode,9421,Стендап,2623
22447,Stand Up,episode,9421,Стендап,2710
22317,Stand Up,episode,9421,Стендап,2773
22318,Stand Up,episode,9421,Стендап,2676
22523,Stand Up,episode,9421,Стендап,2645
22350,Stand Up,episode,9421,Стендап,2693
22367,Stand Up,episode,9421,Стендап,2885
22507,Stand Up,episode,9421,Стендап,2768
19245,Stand Up фестиваль «Открытый микрофон»,serial_with_season,,Стендап,
8715,Stand Up фестиваль «Открытый микрофон»,episode,19245,Стендап,1403
19253,Stand Up. Лучшее,serial_with_season,,Стендап,
8978,Stand Up. Лучшее,episode,19253,Стендап,2712
20499,Stand Up. Лучшее,episode,19253,Стендап,2926
21208,Stand Up. Лучшее,episode,19253,Стендап,2777
21190,Stand Up. Лучшее,episode,19253,Стендап,2701
19254,Stand up. Фестиваль в Санкт-Петербурге,serial_with_season,,Стендап,
21225,Stand up. Фестиваль в Санкт-Петербурге,episode,19254,Стендап,2847
2040,Superалиби,movie,,Комедия,5141
25286,Superнянь,movie,,Комедия,4835
27088,Superнянь 2,movie,,Комедия,5333
1468,TALK,serial_with_season,,Юмор,
9551,TALK,episode,1468,Юмор,2612
8304,TALK,episode,1468,Юмор,2653
9068,TALK,episode,1468,Юмор,2751
9593,TALK,episode,1468,Юмор,2774
8584,TALK,episode,1468,Юмор,2770
9080,TALK,episode,1468,Юмор,2779
9629,TALK,episode,1468,Юмор,2714
9670,TALK,episode,1468,Юмор,2647
9671,TALK,episode,1468,Юмор,2745
9884,TALK,episode,1468,Юмор,2761
8305,TALK,episode,1468,Юмор,2712
9431,TALK,episode,1468,Юмор,2765
27044,Va-банк,movie,,"Криминал,Триллер",5276
11627,WebCUM,serial_with_season,,"Драма,Комедия",439
16762,WebCUM,episode,11627,Комедия,439
15507,Zомбоящик,movie,,Комедия,3566
26028,«V» значит Вендетта,movie,,"Фантастический боевик,Триллер,Драма",7625
27970,«СТРЕЛКА». Турниры по боям без правил 2020,movie,,Спорт,10580
7480,Ёлки,movie,,Комедия,5177
26677,Ёлки 1914,movie,,Комедия,6190
22892,Ёлки 2,movie,,Комедия,5773
22893,Ёлки 3,movie,,"Приключения,Комедия",5578
26805,Ёлки 5,movie,,Комедия,5053
9963,Ёлки Последние,movie,,Комедия,5559
5100,Ёлки лохматые,movie,,"Приключения,Комедия",4943
10635,Ёлки новые,movie,,"Мелодрама,Комедия",4934
12552,А вот и она,movie,,"Мелодрама,Комедия",5379
18399,А зори здесь тихие...,movie,,Военная драма,6786
27975,А мне смешно! Выпуск 1,movie,,Юмор,4233
10512,А мне смешно! Выпуск 10,movie,,Юмор,4181
25510,А мне смешно! Выпуск 2,movie,,Юмор,4112
25709,А мне смешно! Выпуск 3,movie,,Юмор,4697
25718,А мне смешно! Выпуск 4,movie,,Юмор,3493
10186,А мне смешно! Выпуск 5,movie,,Юмор,3759
10313,А мне смешно! Выпуск 6,movie,,Юмор,3510
10325,А мне смешно! Выпуск 7,movie,,Юмор,3256
10368,А мне смешно! Выпуск 8,movie,,Юмор,3890
10511,А мне смешно! Выпуск 9,movie,,Юмор,3802
15497,АНПАКИНГ,movie,,Фантастика,722
23241,Аборт. Женщины рассказывают,movie,,Документальный,5289
3468,Абсолютная власть,movie,,"Криминал,Триллер,Биография,Драма",6247
24557,Абсолютное зло,movie,,Триллер,5123
16955,Аванпост,serial_with_season,,"Триллер,Фантастика,Боевик",3014
28226,Аванпост,episode,16955,Триллер,3014
9594,Аванпост,episode,16955,"Сериал,Триллер",2941
28227,Аванпост,episode,16955,"Сериал,Триллер",2707
28228,Аванпост,episode,16955,"Сериал,Триллер",2763
28327,Аванпост,episode,16955,"Сериал,Триллер",2798
28326,Аванпост,episode,16955,"Сериал,Триллер",2863
9710,Август,movie,,"Драма,Комедия",6959
15529,Авеню 5,serial_with_season,,"Фантастика,Комедия",1640
11331,Авеню 5,episode,15529,"Фантастика,Комедия",1640
11277,Авеню 5,episode,15529,"Фантастика,Комедия",1639
11743,Авеню 5,episode,15529,"Фантастика,Комедия",1643
11834,Авеню 5,episode,15529,"Фантастика,Комедия",1612
11830,Авеню 5,episode,15529,"Фантастика,Комедия",1636
11336,Авеню 5,episode,15529,"Фантастика,Комедия",1665
11268,Авеню 5,episode,15529,"Фантастика,Комедия",1599
11744,Авеню 5,episode,15529,"Фантастика,Комедия",1591
11345,Авеню 5,episode,15529,"Фантастика,Комедия",1638
5713,Авиатор,movie,,Биографическая драма,
27259,Автомобильная промышленность. Фоменко,movie,,Шоу,119
25199,Автоответчик. Фоменко,movie,,Шоу,927
22642,Агент Ева,movie,,"Криминальная драма,Триллер,Боевик",5576
14654,Агентство О.К.О,serial_with_season,,"Мистика,Детектив",2696
8585,Агентство О.К.О,episode,14654,Детектив,2915
13031,Агентство О.К.О,episode,14654,Детектив,2680
13080,Агентство О.К.О,episode,14654,Детектив,2558
13266,Агентство О.К.О,episode,14654,Детектив,2696
13354,Агентство О.К.О,episode,14654,Детектив,2693
27943,Агентство О.К.О,episode,14654,Детектив,2390
13360,Агентство О.К.О,episode,14654,Детектив,2586
13578,Агентство О.К.О,episode,14654,Детектив,2846
13654,Агентство О.К.О,episode,14654,Детектив,2766
7991,Агентство О.К.О,episode,14654,Детектив,2668
13716,Агентство О.К.О,episode,14654,Детектив,2675
13907,Агентство О.К.О,episode,14654,Детектив,2727
8454,Агентство О.К.О,episode,14654,Детектив,2805
14033,Агентство О.К.О,episode,14654,Детектив,2722
14045,Агентство О.К.О,episode,14654,Детектив,2698
14128,Агентство О.К.О,episode,14654,Детектив,2892
15810,Агенты А.Н.К.Л.,movie,,"Приключения,Комедия,Боевик",6703
27605,Агнозия,movie,,"Детектив,Триллер",6320
12673,Агнцы божьи,serial_with_season,,Драма,95
11110,Агнцы божьи,episode,12673,Драма,3279
11113,Агнцы божьи,episode,12673,Драма,3101
9757,Агнцы божьи,episode,12673,Драма,3354
5445,Агнцы божьи,episode,12673,Драма,3275
25524,Агония Гонева. Фоменко,movie,,Шоу,1214
8466,Агония. 1 серия,movie,,"Исторический,Драма",4368
9599,Агония. 2 серия,movie,,"Исторический,Драма",4151
19364,Адаптация,serial_with_season,,Комедия,1475
1648,Адаптация,episode,19364,Комедия,1475
14130,Адаптация,episode,19364,Комедия,1465
3149,Адаптация,episode,19364,Комедия,1442
14046,Адаптация,episode,19364,Комедия,1474
3328,Адаптация,episode,19364,Комедия,1459
3325,Адаптация,episode,19364,Комедия,1453
1694,Адаптация,episode,19364,Комедия,1479
3392,Адаптация,episode,19364,Комедия,1482
14131,Адаптация,episode,19364,Комедия,1431
6114,Адаптация,episode,19364,Комедия,1395
14132,Адаптация,episode,19364,Комедия,1449
14133,Адаптация,episode,19364,Комедия,1439
3545,Адаптация,episode,19364,Комедия,1400
14034,Адаптация,episode,19364,Комедия,1346
8980,Адаптация,episode,19364,Комедия,1229
3828,Адаптация,episode,19364,Комедия,1220
14134,Адаптация,episode,19364,Комедия,1482
8098,Адаптация,episode,19364,Комедия,1488
14137,Адаптация,episode,19364,Комедия,1317
14138,Адаптация,episode,19364,Комедия,1423
14139,Адаптация,episode,19364,Комедия,1444
15665,Адаптация,episode,19364,Комедия,1463
8456,Адаптация,episode,19364,Комедия,1468
16430,Адаптация,episode,19364,Комедия,1467
15666,Адаптация,episode,19364,Комедия,1293
8332,Адаптация,episode,19364,Комедия,1286
8348,Адаптация,episode,19364,Комедия,1444
17217,Адаптация,episode,19364,Комедия,1405
17292,Адаптация,episode,19364,Комедия,1434
17405,Адаптация,episode,19364,Комедия,1422
4197,Адаптация,episode,19364,Комедия,1469
8398,Адаптация,episode,19364,Комедия,1469
8400,Адаптация,episode,19364,Комедия,1414
8399,Адаптация,episode,19364,Комедия,1397
19000,Адаптация,episode,19364,"Сериал,Комедия",1260
19001,Адаптация,episode,19364,"Сериал,Комедия",1352
3967,Адаптация,episode,19364,"Сериал,Комедия",1333
26417,Адвокат дьявола,movie,,"Детектив,Фэнтези,Триллер,Драма",8277
10023,Адмирал Нахимов,movie,,"Военная драма,Исторический,Драма",5353
26974,Адмирал Ушаков,movie,,"Биография,Драма",6076
3311,Адмиралъ,movie,,"Исторический,Драма",7147
27668,Адреналин 2,movie,,"Комедийный боевик,Криминал",5507
14542,Адская кухня,serial_with_season,,"Кулинария,Реалити-шоу",
26228,Адская кухня,episode,14542,"Кулинария,Хобби",6295
26619,Адская кухня,episode,14542,"Кулинария,Хобби",5603
26087,Адская кухня,episode,14542,"Кулинария,Хобби",5451
26617,Адская кухня,episode,14542,"Кулинария,Хобби",5770
26618,Адская кухня,episode,14542,"Кулинария,Хобби",5682
26607,Адская кухня,episode,14542,"Кулинария,Хобби",5518
26670,Адская кухня,episode,14542,"Кулинария,Хобби",5293
25650,Адская кухня,episode,14542,"Кулинария,Хобби",5753
17233,Адская кухня,episode,14542,"Кулинария,Хобби",6588
22037,Адская кухня,episode,14542,"Кулинария,Хобби",8019
25127,Адский бункер,movie,,"Ужасы,Фантастика,Боевик",5188
18395,Аисты,movie,,Мультфильм,4999
27117,Айка,movie,,Драма,6562
25321,Аквамен,movie,,"Фантастический боевик,Приключения",8598
28103,Акварель,movie,,Документальный,5153
11399,Александр,movie,,"Драма,Боевик",10094
29493,Александр Невский,movie,,"История,Драма",6204
27258,Аллергия. Фоменко,movie,,Шоу,759
5116,Алые паруса,movie,,Мелодрама,4988
18071,Аль-капотня,serial_with_season,,"Драма,Комедия,Боевик",1527
16349,Аль-капотня,episode,18071,Комедия,1377
22671,Аль-капотня,episode,18071,Комедия,1573
8004,Аль-капотня,episode,18071,Комедия,1531
22673,Аль-капотня,episode,18071,Комедия,1556
22674,Аль-капотня,episode,18071,Комедия,1527
14319,Аль-капотня,episode,18071,Комедия,1488
16347,Аль-капотня,episode,18071,Комедия,1527
16346,Аль-капотня,episode,18071,Комедия,1549
22672,Аль-капотня,episode,18071,Комедия,1491
23486,Аль-капотня,episode,18071,Комедия,1608
23500,Аль-капотня,episode,18071,Комедия,1611
22675,Аль-капотня,episode,18071,Комедия,1399
16351,Аль-капотня,episode,18071,Комедия,1532
28997,Альтернативная история,serial_with_season,,Документальный,
23501,Альтернативная история,episode,28997,Документальный,2630
23117,Альтернативная история,episode,28997,Документальный,2548
22881,Альтернативная история,episode,28997,Документальный,2454
23509,Альтернативная история,episode,28997,Документальный,2602
24938,Алёша Попович и Тугарин Змей,movie,,Мультфильм,4529
27089,Алёшкина любовь,movie,,"Мелодрама,Комедия",4973
25624,Амбивалентность,movie,,"Триллер,Драма",7025
22540,Американец,movie,,"Криминал,Триллер,Драма",6027
13957,Американская готика,serial_with_season,,"Криминал,Детектив,Триллер,Драма",2473
12578,Американская готика,episode,13957,"Криминал,Детектив,Триллер,Драма",2349
12612,Американская готика,episode,13957,"Криминал,Детектив,Триллер,Драма",2473
12634,Американская готика,episode,13957,"Криминал,Детектив,Триллер,Драма",2453
12799,Американская готика,episode,13957,"Криминал,Детектив,Триллер,Драма",2354
12849,Американская готика,episode,13957,"Криминал,Детектив,Триллер,Драма",2314
12957,Американская готика,episode,13957,"Криминал,Детектив,Триллер,Драма",2280
13000,Американская готика,episode,13957,"Криминал,Детектив,Триллер,Драма",2466
13002,Американская готика,episode,13957,"Криминал,Детектив,Триллер,Драма",2475
13003,Американская готика,episode,13957,"Криминал,Детектив,Триллер,Драма",2489
13007,Американская готика,episode,13957,"Криминал,Детектив,Триллер,Драма",2420
13009,Американская готика,episode,13957,"Криминал,Детектив,Триллер,Драма",2319
13010,Американская готика,episode,13957,"Криминал,Детектив,Триллер,Драма",2486
13012,Американская готика,episode,13957,"Криминал,Детектив,Триллер,Драма",2471
27090,Американская дочь,movie,,"Драма,Комедия",5582
9416,Американская пастораль,movie,,Драма,6223
15761,Американский пирог 2,movie,,Комедия,6021
26352,Американский пирог 3: Свадьба,movie,,Комедия,5540
7338,Американский пирог: Все в сборе,movie,,Комедия,6491
23308,Американцы в постели,movie,,Документальный,4628
27546,Анализируй это,movie,,Криминальная комедия,5953
7370,Анархисты,movie,,Драма,5787
8295,Анатомия измены,movie,,Драма,5076
843,Ангел,movie,,"Фильм,Драма",7698
25554,Ангел-хранитель,movie,,Боевик,7678
12566,Ангелы революции,movie,,Драма,6493
26986,"Ангус, стринги и поцелуи взасос",movie,,"Мелодрама,Комедия",5762
9585,Андрей Рублев,movie,,"Испания,Драма",10512
26045,Анжелика и король,movie,,"Приключения,История,Мелодрама",5995
26046,Анжелика и султан,movie,,"Приключения,Мелодрама",5607
27511,"Анжелика, маркиза ангелов",movie,,"Приключения,Мелодрама",6487
27557,Анна,movie,,Боевик,6851
21618,Анна,serial_with_season,,Драма,2695
21882,Анна,episode,21618,Драма,2695
15051,Анна,episode,21618,Драма,3153
21822,Анна,episode,21618,Драма,3395
13181,Анна,episode,21618,Драма,3374
13191,Анна,episode,21618,Драма,3678
17003,Анна,episode,21618,Драма,3023
30096,Анна Герман,episode,9724,"Биография,Драма",3056
